,RK,NAME,TEAM,SALARY,Yr
12,13,"Deron Williams, PG",Brooklyn Nets,"$17,177,795",2013
13,14,"Andrew Bynum, C",Philadelphia 76ers,"$16,889,000",2013
14,15,"Paul Pierce, SF",Boston Celtics,"$16,790,345",2013
15,16,"Zach Randolph, PF",Memphis Grizzlies,"$16,500,000",2013
16,17,"Rudy Gay, SF",Memphis Grizzlies,"$16,460,538",2013
17,18,"Carlos Boozer, PF",Chicago Bulls,"$15,300,000",2013
18,19,"Andre Iguodala, SF",Denver Nuggets,"$14,968,250",2013
19,20,"Russell Westbrook, PG",Oklahoma City Thunder,"$14,693,906",2013
20,21,"Emeka Okafor, C",Washington Wizards,"$14,487,500",2013
21,22,"Luol Deng, SF",Chicago Bulls,"$14,275,000",2013
22,23,"Manu Ginobili, SG",San Antonio Spurs,"$14,107,492",2013
23,24,"Marc Gasol, C",Memphis Grizzlies,"$13,891,359",2013
24,25,"Blake Griffin, PF",Los Angeles Clippers,"$13,701,250",2013
25,26,"Brook Lopez, C",Brooklyn Nets,"$13,668,750",2013
26,27,"Kevin Love, PF",Minnesota Timberwolves,"$13,668,750",2013
27,28,"Tyson Chandler, C",New York Knicks,"$13,604,188",2013
28,29,"LaMarcus Aldridge, PF",Portland Trail Blazers,"$13,500,000",2013
29,30,"Al Jefferson, C",Utah Jazz,"$13,500,000",2013
30,31,"Josh Smith, C",Atlanta Hawks,"$13,200,000",2013
31,32,"Ben Gordon, SG",Charlotte Bobcats,"$13,200,000",2013
32,33,"Danny Granger, SF",Indiana Pacers,"$13,058,606",2013
33,34,"Nene Hilario, C",Washington Wizards,"$13,000,000",2013
34,35,"Andrew Bogut, C",Golden State Warriors,"$13,000,000",2013
35,36,"David Lee, PF",Golden State Warriors,"$12,744,000",2013
36,37,"Tony Parker, PG",San Antonio Spurs,"$12,500,000",2013
37,38,"Kevin Martin, SG",Oklahoma City Thunder,"$12,439,675",2013
38,39,"Serge Ibaka, PF",Oklahoma City Thunder,"$12,350,000",2013
39,40,"Hedo Turkoglu, SF",Orlando Magic,"$12,000,000",2013
0,41,"Kris Humphries, PF",Brooklyn Nets,"$12,000,000",2013
1,42,"Kevin Garnett, PF",Boston Celtics,"$11,566,265",2013
2,43,"Joakim Noah, C",Chicago Bulls,"$11,100,000",2013
3,44,"Jose Calderon, PG",Toronto Raptors,"$11,046,591",2013
4,45,"Monta Ellis, SG",Milwaukee Bucks,"$11,000,000",2013
5,46,"Rajon Rondo, PG",Boston Celtics,"$11,000,000",2013
6,47,"DeAndre Jordan, C",Los Angeles Clippers,"$10,986,550",2013
7,48,"Corey Maggette, SF",Detroit Pistons,"$10,924,138",2013
8,49,"Mehmet Okur, C",Brooklyn Nets,"$10,890,000",2013
9,50,"Nicolas Batum, SG",Portland Trail Blazers,"$10,850,000",2013
10,51,"Richard Jefferson, SF",Golden State Warriors,"$10,164,000",2013
11,52,"Stephen Jackson, SF",San Antonio Spurs,"$10,059,750",2013
12,53,"Andrea Bargnani, C",Toronto Raptors,"$10,000,000",2013
13,54,"David West, PF",Indiana Pacers,"$10,000,000",2013
14,55,"JaVale McGee, C",Denver Nuggets,"$10,000,000",2013
15,56,"Andrei Kirilenko, SF",Minnesota Timberwolves,"$9,779,349",2013
16,57,"Gerald Wallace, SF",Brooklyn Nets,"$9,682,435",2013
17,58,"Tim Duncan, C",San Antonio Spurs,"$9,638,554",2013
18,59,"Cuttino Mobley, SG",LA Clippers,"$9,500,000",2013
19,60,"Danilo Gallinari, SF",Denver Nuggets,"$9,439,000",2013
20,61,"Steve Nash, PG",Los Angeles Lakers,"$9,300,500",2013
21,62,"Andris Biedrins, C",Golden State Warriors,"$9,000,000",2013
22,63,"Ryan Anderson, PF",New Orleans Hornets,"$8,700,000",2013
23,64,"Shawn Marion, SG",Dallas Mavericks,"$8,646,364",2013
24,65,"Paul Millsap, PF",Utah Jazz,"$8,603,633",2013
25,66,"Jameer Nelson, PG",Orlando Magic,"$8,600,000",2013
26,67,"Rodney Stuckey, PG",Detroit Pistons,"$8,500,000",2013
27,68,"Devin Harris, PG",Atlanta Hawks,"$8,500,000",2013
28,69,"Kendrick Perkins, C",Oklahoma City Thunder,"$8,477,437",2013
29,70,"Jeff Green, SF",Boston Celtics,"$8,385,000",2013
30,71,"Jeremy Lin, PG",Houston Rockets,"$8,374,646",2013
31,72,"Omer Asik, C",Houston Rockets,"$8,374,646",2013
32,73,"Anderson Varejao, C",Cleveland Cavaliers,"$8,368,182",2013
33,74,"Thaddeus Young, PF",Philadelphia 76ers,"$8,289,130",2013
34,75,"Marvin Williams, PF",Utah Jazz,"$8,287,500",2013
35,76,"John Salmons, SF",Sacramento Kings,"$8,083,000",2013
36,77,"Charlie Villanueva, PF",Detroit Pistons,"$8,060,000",2013
37,78,"Tyrus Thomas, PF",Charlotte Bobcats,"$8,000,000",2013
38,79,"Chris Kaman, C",Dallas Mavericks,"$8,000,000",2013
39,80,"Mark Blount, C",Miami Heat,"$7,967,375",2013
0,81,"Ersan Ilyasova, PF",Milwaukee Bucks,"$7,900,000",2013
1,82,"Arron Afflalo, SG",Orlando Magic,"$7,750,000",2013
2,83,"Metta World Peace, SF",Los Angeles Lakers,"$7,727,500",2013
3,84,"Marcin Gortat, C",Phoenix Suns,"$7,727,280",2013
4,85,"Trevor Ariza, SF",Washington Wizards,"$7,727,280",2013
5,86,"James Posey, SF",Indiana Pacers,"$7,595,600",2013
6,87,"Marcus Thornton, SG",Sacramento Kings,"$7,525,000",2013
7,88,"Mike Conley, PG",Memphis Grizzlies,"$7,505,786",2013
8,89,"Goran Dragic, PG",Phoenix Suns,"$7,500,000",2013
9,90,"John Wall, PG",Washington Wizards,"$7,459,925",2013
10,91,"Taj Gibson, PF",Chicago Bulls,"$7,415,730",2013
11,92,"Beno Udrih, PG",Orlando Magic,"$7,372,000",2013
12,93,"Al Harrington, PF",Orlando Magic,"$7,148,600",2013
13,94,"Tayshaun Prince, SF",Memphis Grizzlies,"$6,764,045",2013
14,95,"JJ Redick, SG",Orlando Magic,"$6,750,000",2013
15,96,"Samuel Dalembert, C",Milwaukee Bucks,"$6,698,565",2013
16,97,"Drew Gooden, PF",Milwaukee Bucks,"$6,687,400",2013
17,98,"Morris Peterson, SG",Oklahoma City Thunder,"$6,665,000",2013
18,99,"Andres Nocioni, SF",Madrid Real Madrid,"$6,650,000",2013
19,100,"Jerome James, C",Chicago Bulls,"$6,600,000",2013
20,101,"Wesley Matthews, SG",Portland Trail Blazers,"$6,505,320",2013
21,102,"Spencer Hawes, PF",Philadelphia 76ers,"$6,500,000",2013
22,103,"Glen Davis, PF",Orlando Magic,"$6,400,000",2013
23,104,"Channing Frye, PF",Phoenix Suns,"$6,400,000",2013
24,105,"Landry Fields, SG",Toronto Raptors,"$6,250,000",2013
25,106,"Mike Miller, SG",Miami Heat,"$6,200,000",2013
26,107,"Francisco Garcia, SG",Sacramento Kings,"$6,100,000",2013
27,108,"Luke Walton, SF",Cleveland Cavaliers,"$6,091,363",2013
28,109,"Amir Johnson, PF",Toronto Raptors,"$6,050,000",2013
29,110,"Michael Beasley, SF",Phoenix Suns,"$6,000,000",2013
30,111,"Brandon Bass, PF",Boston Celtics,"$6,000,000",2013
31,112,"Wilson Chandler, SF",Denver Nuggets,"$5,930,414",2013
32,113,"James Harden, SG",Houston Rockets,"$5,820,417",2013
33,114,"Jason Richardson, SG",Philadelphia 76ers,"$5,799,625",2013
34,115,"Kyle Lowry, PG",Toronto Raptors,"$5,750,000",2013
35,116,"Nick Young, SG",Philadelphia 76ers,"$5,600,000",2013
36,117,"Chuck Hayes, PF",Sacramento Kings,"$5,486,250",2013
37,118,"Sasha Vujacic, SG",New York Knicks,"$5,475,113",2013
38,119,"Jarrett Jack, PG",Golden State Warriors,"$5,400,000",2013
39,120,"Kyrie Irving, PG",Cleveland Cavaliers,"$5,375,760",2013
0,121,"Evan Turner, SG",Philadelphia 76ers,"$5,293,080",2013
1,122,"Tyreke Evans, SG",Sacramento Kings,"$5,250,825",2013
2,123,"Jason Thompson, PF",Sacramento Kings,"$5,250,000",2013
3,124,"Zaza Pachulia, C",Atlanta Hawks,"$5,248,750",2013
4,125,"Jamal Crawford, SG",Los Angeles Clippers,"$5,225,000",2013
5,126,"Antonio McDyess, PF",San Antonio Spurs,"$5,220,000",2013
6,127,"Speedy Claxton, PG",Atlanta Hawks,"$5,209,454",2013
7,128,"Martell Webster, SF",Washington Wizards,"$5,150,000",2013
8,129,"Anthony Davis, PF",New Orleans Hornets,"$5,144,280",2013
9,130,"Brad Miller, C",New Orleans Pelicans,"$5,104,000",2013
10,131,"Brandon Roy, SG",Minnesota Timberwolves,"$5,100,000",2013
11,132,"Lou Williams, SG",Atlanta Hawks,"$5,000,000",2013
12,133,"Ramon Sessions, PG",Charlotte Bobcats,"$5,000,000",2013
13,134,"Jason Maxiell, PF",Detroit Pistons,"$5,000,000",2013
14,135,"Richard Hamilton, SG",Chicago Bulls,"$5,000,000",2013
15,136,"Robin Lopez, C",New Orleans Hornets,"$4,899,293",2013
16,137,"Marcus Banks, PG",New Orleans Pelicans,"$4,847,586",2013
17,138,"Nikola Pekovic, C",Minnesota Timberwolves,"$4,837,200",2013
18,139,"Darius Songaila, PF",Philadelphia 76ers,"$4,818,000",2013
19,140,"Michael Kidd-Gilchrist, SF",Charlotte Bobcats,"$4,809,840",2013
20,141,"Derrick Williams, PF",Minnesota Timberwolves,"$4,809,840",2013
21,142,"Luc Mbah a Moute, PF",Milwaukee Bucks,"$4,794,192",2013
22,143,"Daniel Gibson, SG",Cleveland Cavaliers,"$4,792,332",2013
23,144,"Victor Oladipo, SG",Oklahoma City Thunder,"$4,763,760",2013
24,145,"Derrick Favors, PF",Utah Jazz,"$4,753,320",2013
25,146,"Linas Kleiza, SF",Toronto Raptors,"$4,600,000",2013
26,147,"Marcus Camby, C",New York Knicks,"$4,590,338",2013
27,148,"Luis Scola, PF",Phoenix Suns,"$4,508,504",2013
28,149,"Boris Diaw, C",San Antonio Spurs,"$4,500,000",2013
29,150,"Jonas Jerebko, PF",Detroit Pistons,"$4,500,000",2013
30,151,"J.J. Barea, PG",Minnesota Timberwolves,"$4,493,500",2013
31,152,"Udonis Haslem, PF",Miami Heat,"$4,340,000",2013
32,153,"Bradley Beal, SG",Washington Wizards,"$4,319,280",2013
33,154,"Enes Kanter, C",Utah Jazz,"$4,319,280",2013
34,155,"Wesley Johnson, SF",Phoenix Suns,"$4,285,560",2013
35,156,"Otto Porter Jr., SF",Washington Wizards,"$4,278,000",2013
36,157,"Jordan Farmar, PG",Sacramento Kings,"$4,250,000",2013
37,158,"Jared Dudley, SF",Phoenix Suns,"$4,250,000",2013
38,159,"Marreese Speights, C",Memphis Grizzlies,"$4,200,000",2013
39,160,"Dorell Wright, SF",Philadelphia 76ers,"$4,106,000",2013
0,1,"Kobe Bryant, SF",Los Angeles Lakers,"$30,453,805",2014
1,2,"Dirk Nowitzki, PF",Dallas Mavericks,"$22,721,381",2014
2,3,"Amar'e Stoudemire, C",New York Knicks,"$21,679,893",2014
3,4,"Joe Johnson, SF",Brooklyn Nets,"$21,466,718",2014
4,5,"Carmelo Anthony, SF",New York Knicks,"$21,388,953",2014
5,6,"Dwight Howard, C",Houston Rockets,"$20,513,178",2014
6,7,"Pau Gasol, C",Los Angeles Lakers,"$19,285,850",2014
7,8,"Chris Bosh, PF",Miami Heat,"$19,067,500",2014
8,9,"LeBron James, SF",Miami Heat,"$19,067,500",2014
9,10,"Dwyane Wade, SG",Miami Heat,"$18,673,000",2014
10,11,"Chris Paul, PG",Los Angeles Clippers,"$18,668,431",2014
11,12,"Deron Williams, PG",Brooklyn Nets,"$18,466,130",2014
12,13,"Zach Randolph, PF",Memphis Grizzlies,"$18,238,333",2014
13,14,"Rudy Gay, SF",Toronto Raptors,"$17,888,932",2014
14,15,"Kevin Durant, SF",Oklahoma City Thunder,"$17,832,627",2014
15,16,"Derrick Rose, PG",Chicago Bulls,"$17,632,688",2014
16,17,"Blake Griffin, PF",Los Angeles Clippers,"$16,441,500",2014
17,18,"Paul Pierce, SF",Brooklyn Nets,"$15,333,334",2014
18,19,"Carlos Boozer, PF",Chicago Bulls,"$15,300,000",2014
19,20,"LaMarcus Aldridge, PF",Portland Trail Blazers,"$14,878,000",2014
20,21,"Marc Gasol, C",Memphis Grizzlies,"$14,860,523",2014
21,22,"Russell Westbrook, PG",Oklahoma City Thunder,"$14,693,906",2014
22,23,"Kevin Love, PF",Minnesota Timberwolves,"$14,693,906",2014
23,24,"Emeka Okafor, C",Phoenix Suns,"$14,487,500",2014
24,25,"Eric Gordon, SG",New Orleans Pelicans,"$14,283,844",2014
25,26,"Roy Hibbert, C",Indiana Pacers,"$14,283,844",2014
26,27,"Luol Deng, SF",Cleveland Cavaliers,"$14,275,000",2014
27,28,"Tyson Chandler, C",New York Knicks,"$14,100,538",2014
28,29,"Andrew Bogut, C",Golden State Warriors,"$14,000,000",2014
29,30,"David Lee, PF",Golden State Warriors,"$13,878,000",2014
30,31,"James Harden, SG",Houston Rockets,"$13,701,250",2014
31,32,"Al Jefferson, C",Charlotte Bobcats,"$13,500,000",2014
32,33,"Josh Smith, C",Detroit Pistons,"$13,500,000",2014
33,34,"Nene Hilario, C",Washington Wizards,"$13,000,000",2014
34,35,"Andre Iguodala, SF",Golden State Warriors,"$12,868,632",2014
35,36,"Tony Parker, PG",San Antonio Spurs,"$12,500,000",2014
36,37,"Kevin Garnett, PF",Brooklyn Nets,"$12,433,735",2014
37,38,"Serge Ibaka, PF",Oklahoma City Thunder,"$12,350,000",2014
38,39,"Nikola Pekovic, C",Minnesota Timberwolves,"$12,100,000",2014
39,40,"David West, PF",Indiana Pacers,"$12,000,000",2014
0,41,"Kris Humphries, PF",Boston Celtics,"$12,000,000",2014
1,42,"Rajon Rondo, PG",Boston Celtics,"$11,954,545",2014
2,43,"Andrea Bargnani, C",New York Knicks,"$11,862,500",2014
3,44,"Tyreke Evans, SG",New Orleans Pelicans,"$11,796,247",2014
4,45,"Nicolas Batum, SG",Portland Trail Blazers,"$11,295,250",2014
5,46,"Joakim Noah, C",Chicago Bulls,"$11,100,000",2014
6,47,"Richard Jefferson, SF",Utah Jazz,"$11,046,000",2014
7,48,"DeAndre Jordan, C",Los Angeles Clippers,"$10,986,550",2014
8,49,"Ty Lawson, PG",Denver Nuggets,"$10,786,517",2014
9,50,"JaVale McGee, C",Denver Nuggets,"$10,750,000",2014
10,51,"Tim Duncan, C",San Antonio Spurs,"$10,361,446",2014
11,52,"Danilo Gallinari, SF",Denver Nuggets,"$10,146,925",2014
12,53,"Gerald Wallace, SF",Boston Celtics,"$10,105,855",2014
13,54,"Tiago Splitter, C",San Antonio Spurs,"$10,000,000",2014
14,55,"Stephen Curry, PG",Golden State Warriors,"$9,887,642",2014
15,56,"Jrue Holiday, PG",New Orleans Pelicans,"$9,713,484",2014
16,57,"DeMar DeRozan, SG",Toronto Raptors,"$9,500,000",2014
17,58,"Paul Millsap, PF",Atlanta Hawks,"$9,500,000",2014
18,59,"Shawn Marion, SG",Dallas Mavericks,"$9,316,796",2014
19,60,"Steve Nash, PG",Los Angeles Lakers,"$9,300,500",2014
20,61,"Anderson Varejao, C",Cleveland Cavaliers,"$9,036,364",2014
21,62,"Thaddeus Young, PF",Philadelphia 76ers,"$8,850,000",2014
22,63,"Kendrick Perkins, C",Oklahoma City Thunder,"$8,727,437",2014
23,64,"Jeff Green, SF",Boston Celtics,"$8,700,000",2014
24,65,"Mike Conley, PG",Memphis Grizzlies,"$8,600,001",2014
25,66,"Charlie Villanueva, PF",Detroit Pistons,"$8,580,000",2014
26,67,"Rodney Stuckey, PG",Detroit Pistons,"$8,500,000",2014
27,68,"Jeremy Lin, PG",Houston Rockets,"$8,374,646",2014
28,69,"Omer Asik, C",Houston Rockets,"$8,374,646",2014
29,70,"Ryan Anderson, PF",New Orleans Pelicans,"$8,308,500",2014
30,71,"Marcus Thornton, SG",Sacramento Kings,"$8,050,000",2014
31,72,"Jeff Teague, PG",Atlanta Hawks,"$8,000,000",2014
32,73,"George Hill, PG",Indiana Pacers,"$8,000,000",2014
33,74,"Monta Ellis, SG",Dallas Mavericks,"$8,000,000",2014
34,75,"Ersan Ilyasova, PF",Milwaukee Bucks,"$7,900,000",2014
35,76,"Marcin Gortat, C",Washington Wizards,"$7,727,280",2014
36,77,"Trevor Ariza, SF",Washington Wizards,"$7,727,280",2014
37,78,"Brandon Jennings, PG",Detroit Pistons,"$7,655,503",2014
38,79,"John Salmons, SF",Toronto Raptors,"$7,583,000",2014
39,80,"Taj Gibson, PF",Chicago Bulls,"$7,550,000",2014
0,81,"Marvin Williams, PF",Utah Jazz,"$7,500,000",2014
1,82,"Goran Dragic, PG",Phoenix Suns,"$7,500,000",2014
2,83,"John Wall, PG",Washington Wizards,"$7,459,925",2014
3,84,"Tayshaun Prince, SF",Memphis Grizzlies,"$7,235,955",2014
4,85,"Wesley Matthews, SG",Portland Trail Blazers,"$6,875,480",2014
5,86,"Jose Calderon, PG",Dallas Mavericks,"$6,791,570",2014
6,87,"Kyle Korver, SG",Atlanta Hawks,"$6,760,563",2014
7,88,"Evan Turner, SG",Philadelphia 76ers,"$6,679,867",2014
8,89,"Kevin Martin, SG",Minnesota Timberwolves,"$6,500,000",2014
9,90,"Carl Landry, PF",Sacramento Kings,"$6,500,000",2014
10,91,"Amir Johnson, PF",Toronto Raptors,"$6,500,000",2014
11,92,"Brandon Bass, PF",Boston Celtics,"$6,450,000",2014
12,93,"Channing Frye, PF",Phoenix Suns,"$6,400,000",2014
13,94,"Wilson Chandler, SF",Denver Nuggets,"$6,344,164",2014
14,95,"Jarrett Jack, PG",Cleveland Cavaliers,"$6,300,000",2014
15,96,"Landry Fields, SG",Toronto Raptors,"$6,250,000",2014
16,97,"Kyle Lowry, PG",Toronto Raptors,"$6,210,000",2014
17,98,"Jason Richardson, SG",Atlanta Hawks,"$6,204,250",2014
18,99,"Derrick Favors, PF",Utah Jazz,"$6,008,196",2014
19,100,"Gerald Henderson, SG",Charlotte Bobcats,"$6,000,000",2014
20,101,"Robin Lopez, C",Portland Trail Blazers,"$5,904,261",2014
21,102,"Chuck Hayes, PF",Toronto Raptors,"$5,722,500",2014
22,103,"Jason Thompson, PF",Sacramento Kings,"$5,643,750",2014
23,104,"Jason Terry, SG",Brooklyn Nets,"$5,625,313",2014
24,105,"Kyrie Irving, PG",Cleveland Cavaliers,"$5,607,240",2014
25,106,"JR Smith, SG",New York Knicks,"$5,565,000",2014
26,107,"Anthony Davis, PF",New Orleans Pelicans,"$5,375,760",2014
27,108,"Anthony Bennett, PF",Cleveland Cavaliers,"$5,324,280",2014
28,109,"Jamal Crawford, SG",Los Angeles Clippers,"$5,225,000",2014
29,110,"Courtney Lee, SG",Memphis Grizzlies,"$5,225,000",2014
30,111,"Lou Williams, SG",Atlanta Hawks,"$5,225,000",2014
31,112,"Zaza Pachulia, C",Milwaukee Bucks,"$5,200,000",2014
32,113,"JJ Hickson, C",Denver Nuggets,"$5,150,000",2014
33,114,"Martell Webster, SF",Washington Wizards,"$5,150,000",2014
34,115,"Keith Bogans, SG",Boston Celtics,"$5,058,198",2014
35,116,"Derrick Williams, PF",Sacramento Kings,"$5,016,960",2014
36,117,"Andre Miller, PG",Washington Wizards,"$5,000,000",2014
37,118,"Ramon Sessions, PG",Charlotte Bobcats,"$5,000,000",2014
38,119,"Brandan Wright, PF",Dallas Mavericks,"$5,000,000",2014
39,120,"Corey Brewer, SF",Minnesota Timberwolves,"$5,000,000",2014
0,121,"DeMarcus Cousins, PF",Sacramento Kings,"$4,916,974",2014
1,122,"Michael Kidd-Gilchrist, SF",Charlotte Bobcats,"$4,809,840",2014
2,123,"Victor Oladipo, SG",Orlando Magic,"$4,763,760",2014
3,124,"Boris Diaw, C",San Antonio Spurs,"$4,702,500",2014
4,125,"J.J. Barea, PG",Minnesota Timberwolves,"$4,687,000",2014
5,126,"Luc Mbah a Moute, PF",Sacramento Kings,"$4,588,384",2014
6,127,"Luis Scola, PF",Indiana Pacers,"$4,508,504",2014
7,128,"Enes Kanter, C",Utah Jazz,"$4,505,280",2014
8,129,"Jonas Jerebko, PF",Detroit Pistons,"$4,500,000",2014
9,130,"Tony Allen, SG",Memphis Grizzlies,"$4,494,383",2014
10,131,"Ekpe Udoh, PF",Milwaukee Bucks,"$4,469,548",2014
11,132,"Luke Ridnour, PG",Charlotte Bobcats,"$4,420,000",2014
12,133,"Timofey Mozgov, C",Denver Nuggets,"$4,400,000",2014
13,134,"Udonis Haslem, PF",Miami Heat,"$4,340,000",2014
14,135,"Bradley Beal, SG",Washington Wizards,"$4,319,280",2014
15,136,"Otto Porter Jr., SF",Washington Wizards,"$4,278,000",2014
16,137,"Jared Dudley, SF",Los Angeles Clippers,"$4,250,000",2014
17,138,"Greg Monroe, C",Detroit Pistons,"$4,086,454",2014
18,139,"Tristan Thompson, C",Cleveland Cavaliers,"$4,062,000",2014
19,140,"Kirk Hinrich, SG",Chicago Bulls,"$4,059,000",2014
20,141,"Ian Mahinmi, C",Indiana Pacers,"$4,000,000",2014
21,142,"Mario Chalmers, PG",Miami Heat,"$4,000,000",2014
22,143,"Brandon Rush, SG",Utah Jazz,"$4,000,000",2014
23,144,"Steve Blake, PG",Los Angeles Lakers,"$4,000,000",2014
24,145,"Matt Bonner, C",San Antonio Spurs,"$3,945,000",2014
25,146,"Thabo Sefolosha, SF",Oklahoma City Thunder,"$3,900,000",2014
26,147,"Dion Waiters, SG",Cleveland Cavaliers,"$3,894,240",2014
27,148,"Cody Zeller, C",Charlotte Bobcats,"$3,857,040",2014
28,149,"Joel Anthony, C",Miami Heat,"$3,800,000",2014
29,150,"Danny Green, SG",San Antonio Spurs,"$3,762,500",2014
30,151,"Steve Novak, SF",Toronto Raptors,"$3,750,000",2014
31,152,"Al-Farouq Aminu, SF",New Orleans Pelicans,"$3,749,602",2014
32,153,"Samuel Dalembert, C",Dallas Mavericks,"$3,700,748",2014
33,154,"Ricky Rubio, PG",Minnesota Timberwolves,"$3,678,358",2014
34,155,"Raymond Felton, PG",New York Knicks,"$3,637,073",2014
35,156,"Jonas Valanciunas, C",Toronto Raptors,"$3,526,440",2014
36,157,"Thomas Robinson, PF",Portland Trail Blazers,"$3,526,440",2014
37,158,"Marreese Speights, C",Golden State Warriors,"$3,500,000",2014
38,159,"Jordan Hill, PF",Los Angeles Lakers,"$3,500,000",2014
39,160,"Gerald Green, SF",Phoenix Suns,"$3,500,000",2014
0,1,"Kobe Bryant, SF",Los Angeles Lakers,"$23,500,000",2015
1,2,"Joe Johnson, SF",Brooklyn Nets,"$23,180,790",2015
2,3,"Carmelo Anthony, SF",New York Knicks,"$22,458,401",2015
3,4,"Dwight Howard, C",Houston Rockets,"$21,436,271",2015
4,5,"Chris Bosh, PF",Miami Heat,"$20,644,400",2015
5,6,"LeBron James, SF",Cleveland Cavaliers,"$20,644,400",2015
6,7,"Chris Paul, PG",Los Angeles Clippers,"$20,068,563",2015
7,8,"Deron Williams, PG",Brooklyn Nets,"$19,754,465",2015
8,9,"Rudy Gay, SF",Sacramento Kings,"$19,317,326",2015
9,10,"Kevin Durant, SF",Oklahoma City Thunder,"$18,995,624",2015
10,11,"Derrick Rose, PG",Chicago Bulls,"$18,862,876",2015
11,12,"Blake Griffin, PF",Los Angeles Clippers,"$17,674,613",2015
12,13,"Zach Randolph, PF",Memphis Grizzlies,"$16,500,000",2015
13,14,"LaMarcus Aldridge, PF",Portland Trail Blazers,"$16,006,000",2015
14,15,"Paul George, SF",Indiana Pacers,"$15,937,290",2015
15,16,"Marc Gasol, C",Memphis Grizzlies,"$15,829,688",2015
16,17,"Kevin Love, PF",Cleveland Cavaliers,"$15,719,063",2015
17,18,"Russell Westbrook, PG",Oklahoma City Thunder,"$15,719,062",2015
18,19,"Brook Lopez, C",Brooklyn Nets,"$15,719,062",2015
19,20,"David Lee, PF",Golden State Warriors,"$15,012,000",2015
20,21,"Dwyane Wade, SG",Miami Heat,"$15,000,000",2015
21,22,"Eric Gordon, SG",New Orleans Pelicans,"$14,898,938",2015
22,23,"Roy Hibbert, C",Indiana Pacers,"$14,898,938",2015
23,24,"Tyson Chandler, C",Dallas Mavericks,"$14,846,888",2015
24,25,"John Wall, PG",Washington Wizards,"$14,746,000",2015
25,26,"DeMarcus Cousins, PF",Sacramento Kings,"$14,746,000",2015
26,27,"James Harden, SG",Houston Rockets,"$14,728,844",2015
27,28,"Chandler Parsons, SF",Dallas Mavericks,"$14,700,000",2015
28,29,"Al Jefferson, C",Charlotte Hornets,"$13,500,000",2015
29,30,"Eric Bledsoe, PG",Phoenix Suns,"$13,000,000",2015
30,31,"Nene Hilario, C",Washington Wizards,"$13,000,000",2015
31,32,"Andrew Bogut, C",Golden State Warriors,"$12,972,973",2015
32,33,"Derrick Favors, PF",Utah Jazz,"$12,950,000",2015
33,34,"Rajon Rondo, PG",Dallas Mavericks,"$12,909,090",2015
34,35,"Joakim Noah, C",Chicago Bulls,"$12,700,000",2015
35,36,"Tony Parker, PG",San Antonio Spurs,"$12,500,000",2015
36,37,"Serge Ibaka, PF",Oklahoma City Thunder,"$12,350,000",2015
37,38,"Andre Iguodala, SF",Golden State Warriors,"$12,289,544",2015
38,39,"Nikola Pekovic, C",Minnesota Timberwolves,"$12,100,000",2015
39,40,"Kyle Lowry, PG",Toronto Raptors,"$12,000,000",2015
0,41,"Al Horford, C",Atlanta Hawks,"$12,000,000",2015
1,42,"Nicolas Batum, SG",Portland Trail Blazers,"$11,765,500",2015
2,43,"Ty Lawson, PG",Denver Nuggets,"$11,595,506",2015
3,44,"Andrea Bargnani, C",New York Knicks,"$11,500,000",2015
4,45,"DeAndre Jordan, C",Los Angeles Clippers,"$11,440,123",2015
5,46,"Tyreke Evans, SG",New Orleans Pelicans,"$11,265,416",2015
6,47,"JaVale McGee, C",Philadelphia 76ers,"$11,250,000",2015
7,48,"Larry Sanders, PF",Milwaukee Bucks,"$11,000,000",2015
8,49,"Danilo Gallinari, SF",Denver Nuggets,"$10,854,850",2015
9,50,"Stephen Curry, PG",Golden State Warriors,"$10,629,213",2015
10,51,"Marcin Gortat, C",Washington Wizards,"$10,434,782",2015
11,52,"Tim Duncan, C",San Antonio Spurs,"$10,361,446",2015
12,53,"Gerald Wallace, SF",Boston Celtics,"$10,105,855",2015
13,54,"DeMar DeRozan, SG",Toronto Raptors,"$10,100,000",2015
14,55,"Jrue Holiday, PG",New Orleans Pelicans,"$9,904,495",2015
15,56,"Luol Deng, SF",Miami Heat,"$9,714,461",2015
16,57,"Anderson Varejao, C",Cleveland Cavaliers,"$9,704,545",2015
17,58,"Steve Nash, PG",Los Angeles Lakers,"$9,701,000",2015
18,59,"Paul Millsap, PF",Atlanta Hawks,"$9,500,000",2015
19,60,"Thaddeus Young, PF",Brooklyn Nets,"$9,410,869",2015
20,61,"Tiago Splitter, C",San Antonio Spurs,"$9,250,000",2015
21,62,"Jeff Green, SF",Memphis Grizzlies,"$9,200,000",2015
22,63,"Jordan Hill, PF",Los Angeles Lakers,"$9,000,000",2015
23,64,"Lance Stephenson, SG",Charlotte Hornets,"$9,000,000",2015
24,65,"Mike Conley, PG",Memphis Grizzlies,"$8,694,216",2015
25,66,"Trevor Ariza, SF",Houston Rockets,"$8,579,089",2015
26,67,"Channing Frye, PF",Orlando Magic,"$8,579,088",2015
27,68,"Marcus Thornton, SG",Phoenix Suns,"$8,575,000",2015
28,69,"Ryan Anderson, PF",New Orleans Pelicans,"$8,491,500",2015
29,70,"Jeremy Lin, PG",Los Angeles Lakers,"$8,374,646",2015
30,71,"Omer Asik, C",New Orleans Pelicans,"$8,374,646",2015
